complete_address,city,price_total,price,rent,rent_sqm,sqm,is_furnished,coords
"ul. Edwarda Bulgi, Jaworzno, śląskie","Jaworzno, śląskie",1960.0,1400.0,560.0,56.0,35,False,"(50.203439, 19.2721559)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2800.0,2200.0,600.0,93.33333333333331,30,True,"(50.259795, 19.0217063)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1250.0,1250.0,,32.89473684210526,38,False,"(50.259795, 19.0217063)"
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1830.0,1400.0,430.0,43.57142857142857,42,False,"(50.2932332, 19.1281052)"
"Kasprzak, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",3330.0,2500.0,830.0,69.375,48,True,"(50.3305391, 19.2326443)"
"Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",3000.0,2600.0,400.0,62.5,48,True,"(50.2528384, 18.978335)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3100.0,2400.0,700.0,68.88888888888889,45,True,"(50.2598987, 19.0215852)"
"Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2010.0,1750.0,260.0,62.8125,32,False,"(50.2729677, 19.1292341)"
"ul. Matki Teresy Kierocińskiej, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2550.0,1700.0,850.0,53.125,48,True,"(50.271229500000004, 19.215561953947084)"
"Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",2200.0,2200.0,,44.89795918367347,49,True,"(50.2820814, 19.1416344)"
"ul. 3 Maja, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2780.0,2400.0,380.0,71.28205128205128,39,True,"(50.369624, 19.289046489684473)"
"ul. Tysiąclecia, Podlesie, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1620.0,1450.0,170.0,50.625,32,True,"(50.369624, 19.289046489684473)"
"ul. Słoneczna 20, Koszutka, Katowice, śląskie","Katowice, śląskie",3650.0,3000.0,650.0,67.5925925925926,54,True,"(50.2598987, 19.0215852)"
"ul. Podchorążych, Śródmieście, Katowice, śląskie","Katowice, śląskie",1780.0,1300.0,480.0,77.3913043478261,23,True,"(50.2598987, 19.0215852)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2800.0,2300.0,500.0,80.0,35,True,"(50.2598987, 19.0215852)"
"ul. Wyzwolenia, Szombierki, Bytom, śląskie","Bytom, śląskie",2059.0,1499.0,560.0,40.372549019607845,51,True,"(50.3470387, 18.9231857)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2130.0,1700.0,430.0,56.05263157894737,38,True,"(50.2774664, 18.9730155)"
"pl. Stefana Batorego 10, Chorzów Batory, Chorzów, śląskie","Chorzów, śląskie",2355.0,1990.0,365.0,63.648648648648646,37,True,"(50.288556299999996, 18.97044253093511)"
"Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",1387.0,1387.0,,22.737704918032787,61,False,"(50.2798621, 19.189536)"
"ul. Michała Wolskiego, Centrum, Chorzów, śląskie","Chorzów, śląskie",1770.0,1600.0,170.0,55.3125,32,True,"(50.288556299999996, 18.97044253093511)"
"ul. Matki Teresy Kierocińskiej, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",3000.0,2300.0,700.0,58.8235294117647,51,True,"(50.271229500000004, 19.215561953947084)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",7300.0,7300.0,,85.88235294117646,85,True,"(50.2598987, 19.0215852)"
"ul. Alfonsa Zgrzebnioka, Bytków, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1900.0,1400.0,500.0,50.0,38,True,"(50.3052029, 19.0275635)"
"Centrum, Chorzów, śląskie","Chorzów, śląskie",2500.0,2500.0,,89.28571428571429,28,True,"(50.2968327, 18.9569214)"
"ul. marsz. Józefa Piłsudskiego, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2050.0,1600.0,450.0,68.33333333333333,30,True,"(50.271229500000004, 19.215561953947084)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2200.0,1700.0,500.0,55.0,40,True,"(50.2774664, 18.9730155)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",8000.0,8000.0,,56.737588652482266,141,True,"(50.259795, 19.0217063)"
"Ligota-Panewniki, Katowice, śląskie","Katowice, śląskie",5020.0,4500.0,520.0,71.71428571428571,70,False,"(50.2216204, 18.9423986)"
"ul. gen. Władysława Sikorskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2700.0,2200.0,500.0,62.7906976744186,43,True,"(50.2598987, 19.0215852)"
"ul. Wiertnicza, Dąbrówka Mała, Katowice, śląskie","Katowice, śląskie",4270.0,3900.0,370.0,50.23529411764706,85,False,"(50.2598987, 19.0215852)"
"Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1300.0,1300.0,,34.21052631578947,38,False,"(50.369624, 19.289046489684473)"
"Centrum, Chorzów, śląskie","Chorzów, śląskie",2500.0,1800.0,700.0,53.191489361702125,47,False,"(50.2968327, 18.9569214)"
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1600.0,1600.0,,44.44444444444444,36,False,"(50.283912, 19.1126792)"
"ul. Brata Alberta, Śródmieście, Katowice, śląskie","Katowice, śląskie",3053.0,2593.0,460.0,71.0,43,True,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1640.0,1490.0,150.0,56.55172413793103,29,True,"(50.259795, 19.0217063)"
"ul. Obrońców Poczty Gdańskiej, Jaworzno, śląskie","Jaworzno, śląskie",1801.0,1800.0,1.0,45.025,40,True,"(50.203439, 19.2721559)"
"ul. Michała Grażyńskiego, Koszutka, Katowice, śląskie","Katowice, śląskie",1950.0,1500.0,450.0,48.75,40,True,"(50.2598987, 19.0215852)"
"ul. Stefana Kisielewskiego, Zagórze Południe, Sosnowiec, śląskie","Sosnowiec, śląskie",2200.0,1300.0,900.0,64.70588235294117,34,True,"(50.271229500000004, 19.215561953947084)"
"ul. Pocztowa, Michałkowice, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1750.0,1400.0,350.0,58.333333333333336,30,True,"(50.3052029, 19.0275635)"
"ul. gen. Władysława Sikorskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2511.0,1700.0,811.0,58.395348837209305,43,True,"(50.2598987, 19.0215852)"
"Dąb, Katowice, śląskie","Katowice, śląskie",10901.0,10900.0,1.0,92.3813559322034,118,False,"(50.271163, 18.9990507)"
"Kochłowice, Ruda Śląska, śląskie","Ruda Śląska, śląskie",1500.0,1500.0,,34.09090909090909,44,False,"(50.251915100000005, 18.910135038436067)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3699.0,2999.0,700.0,52.84285714285714,70,True,"(50.2598987, 19.0215852)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3040.0,2290.0,750.0,51.52542372881356,59,True,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1600.0,1600.0,,57.142857142857146,28,True,"(50.259795, 19.0217063)"
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3400.0,2600.0,800.0,79.06976744186046,43,True,"(50.2598987, 19.0215852)"
"ul. gen. Stefana Grota-Roweckiego, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2000.0,1500.0,500.0,55.55555555555556,36,True,"(50.271229500000004, 19.215561953947084)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1550.0,1550.0,,31.0,50,False,"(50.35454355, 18.906154962392353)"
"ul. Piastów, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",3525.0,2800.0,725.0,48.28767123287671,73,True,"(50.2598987, 19.0215852)"
"ul. ks. bp. Stanisława Adamskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",1367.0,1050.0,317.0,23.56896551724138,58,True,"(50.2598987, 19.0215852)"
"Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",1042.0,1042.0,,23.155555555555555,45,False,"(50.2798621, 19.189536)"
"ul. Jana Smolenia 32, Śródmieście, Bytom, śląskie","Bytom, śląskie",1785.0,1600.0,185.0,43.53658536585366,41,True,"(50.3470387, 18.9231857)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",2900.0,2600.0,300.0,64.44444444444444,45,True,"(50.2710047, 19.0194372)"
"Mysłowice, śląskie","Mysłowice, śląskie",2005.0,1500.0,505.0,44.55555555555556,45,True,"(50.2096211, 19.132165997410812)"
"Centrum, Chorzów, śląskie","Chorzów, śląskie",1130.0,1000.0,130.0,37.66666666666666,30,False,"(50.2968327, 18.9569214)"
"ul. Złota, Dąb, Katowice, śląskie","Katowice, śląskie",3440.0,2500.0,940.0,74.78260869565217,46,True,"(50.2598987, 19.0215852)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,78.94736842105263,38,True,"(50.2598987, 19.0215852)"
"ul. Zawiszy Czarnego, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2400.0,2000.0,400.0,55.81395348837209,43,True,"(50.2598987, 19.0215852)"
"Zawodzie, Katowice, śląskie","Katowice, śląskie",2820.0,2200.0,620.0,74.21052631578948,38,False,"(50.2599015, 19.0574279)"
"ul. Władysława Łokietka 10, Bytków, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",4570.0,3800.0,770.0,43.94230769230769,104,True,"(50.3052029, 19.0275635)"
"ul. Marii Konopnickiej, Środula, Sosnowiec, śląskie","Sosnowiec, śląskie",2426.0,2100.0,326.0,69.31428571428572,35,True,"(50.271229500000004, 19.215561953947084)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2750.0,2750.0,,61.11111111111112,45,True,"(50.2598987, 19.0215852)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1480.0,1100.0,380.0,41.11111111111112,36,True,"(50.35454355, 18.906154962392353)"
"ul. Łużycka, Śródmieście, Bytom, śląskie","Bytom, śląskie",1750.0,1750.0,,54.6875,32,True,"(50.3470387, 18.9231857)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",3900.0,3200.0,700.0,78.0,50,True,"(50.2710047, 19.0194372)"
"Sfera Południe Jaworzno, Jaworzno, śląskie","Jaworzno, śląskie",2900.0,2400.0,500.0,72.5,40,True,"(50.228742, 19.267273041089517)"
"ul. Johna Baildona 2, Dąb, Katowice, śląskie","Katowice, śląskie",4700.0,3900.0,800.0,97.91666666666669,48,True,"(50.2598987, 19.0215852)"
"ul. Papieża Jana Pawła II, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1630.0,1400.0,230.0,50.9375,32,True,"(50.3840312, 18.9456429)"
"al. Aleja Zwycięstwa, Ząbkowice, Ząbkowice, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",3680.0,2700.0,980.0,70.76923076923077,52,True,"(50.3774907, 19.2582429)"
"ul. Katowicka, Śródmieście, Bytom, śląskie","Bytom, śląskie",1100.0,850.0,250.0,73.33333333333333,15,True,"(50.3470387, 18.9231857)"
"ul. Francuska, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",4600.0,3900.0,700.0,73.01587301587301,63,True,"(50.2598987, 19.0215852)"
"ul. Ludwika Solskiego, Godula, Ruda Śląska, śląskie","Ruda Śląska, śląskie",1500.0,1000.0,500.0,41.66666666666666,36,True,"(50.2858001, 18.8747933)"
"Karb, Bytom, śląskie","Bytom, śląskie",2300.0,2300.0,,38.333333333333336,60,False,"(50.3546604, 18.875934276097645)"
"Dębowa Góra, Sosnowiec, śląskie","Sosnowiec, śląskie",1888.0,1500.0,388.0,49.68421052631579,38,True,"(50.2589557, 19.1469864)"
"ul. Zabrzańska, Szombierki, Bytom, śląskie","Bytom, śląskie",821.0,820.0,1.0,15.203703703703704,54,True,"(50.3470387, 18.9231857)"
"ul. Jana Smolenia, Śródmieście, Bytom, śląskie","Bytom, śląskie",1500.0,1500.0,,34.88372093023256,43,True,"(50.3470387, 18.9231857)"
"ul. Kielecka, Zagórze Południe, Sosnowiec, śląskie","Sosnowiec, śląskie",3400.0,2900.0,500.0,70.83333333333333,48,True,"(50.271229500000004, 19.215561953947084)"
"ul. Stanisława Fliegera, Śródmieście, Katowice, śląskie","Katowice, śląskie",2320.0,1700.0,620.0,49.361702127659576,47,True,"(50.2598987, 19.0215852)"
"Bańgów, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",3999.0,3999.0,,49.9875,80,True,"(50.32472385, 19.038652289993294)"
"ul. Towarowa, Jaworzno, śląskie","Jaworzno, śląskie",1100.0,1100.0,,31.428571428571427,35,False,"(50.203439, 19.2721559)"
"ul. Bytomska, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1100.0,1100.0,,18.33333333333333,60,False,"(50.288556299999996, 18.97044253093511)"
"ul. gen. Józefa Sowińskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2250.0,2250.0,,50.0,45,True,"(50.2598987, 19.0215852)"
"ul. ks. kard. Stefana Wyszyńskiego, Koszutka, Katowice, śląskie","Katowice, śląskie",2600.0,1850.0,750.0,57.77777777777778,45,True,"(50.2598987, 19.0215852)"
"ul. Brzozowa, Koszutka, Katowice, śląskie","Katowice, śląskie",2201.0,2200.0,1.0,31.442857142857143,70,True,"(50.2598987, 19.0215852)"
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",4620.0,3800.0,820.0,77.0,60,True,"(50.2352141, 19.0150518)"
"ul. Gabriela Narutowicza 7, Stroszek - Dąbrowa Miejska, Bytom, śląskie","Bytom, śląskie",2400.0,2200.0,200.0,48.0,50,True,"(50.3470387, 18.9231857)"
"ul. Radomska, Ligota-Panewniki, Katowice, śląskie","Katowice, śląskie",3310.0,2750.0,560.0,35.59139784946237,93,True,"(50.2598987, 19.0215852)"
"Łagiewniki, Bytom, śląskie","Bytom, śląskie",2090.0,1400.0,690.0,53.58974358974359,39,True,"(50.32918565, 18.924355350629586)"
"ul. Komandosów, Juliusz, Sosnowiec, śląskie","Sosnowiec, śląskie",2800.0,2800.0,,44.44444444444444,63,True,"(50.271229500000004, 19.215561953947084)"
"ul. Kazimierza Pułaskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1850.0,1100.0,750.0,30.83333333333333,60,True,"(50.3470387, 18.9231857)"
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",5250.0,5250.0,,87.5,60,True,"(50.283912, 19.1126792)"
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1490.0,1490.0,,46.5625,32,False,"(50.283912, 19.1126792)"
"pl. Bolesława Chrobrego, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,44.0,50,True,"(50.2598987, 19.0215852)"
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",3800.0,3800.0,,58.46153846153846,65,True,"(50.2598987, 19.0215852)"
"Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",3463.0,2500.0,963.0,48.09722222222222,72,True,"(50.2729677, 19.1292341)"
"ul. Gajdasa, Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",2200.0,2200.0,,38.59649122807018,57,False,"(50.472343499999994, 18.879310592903682)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2000.0,1300.0,700.0,51.282051282051285,39,False,"(50.2774664, 18.9730155)"
"Klimzowiec, Centrum, Chorzów, śląskie","Chorzów, śląskie",2600.0,1900.0,700.0,40.625,64,True,"(50.2825, 18.9563889)"
"ul. Jurija Gagarina, Chorzów Batory, Chorzów, śląskie","Chorzów, śląskie",1686.0,1300.0,386.0,62.44444444444444,27,True,"(50.288556299999996, 18.97044253093511)"
"ul. Załęska, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",1800.0,1500.0,300.0,94.73684210526316,19,True,"(50.2598987, 19.0215852)"
"ul. Stefana Batorego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1480.0,1300.0,180.0,49.333333333333336,30,False,"(50.3470387, 18.9231857)"
"Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",750.0,750.0,,13.636363636363637,55,True,"(50.369624, 19.289046489684473)"
"ul. Tysiąclecia 1, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2800.0,2300.0,500.0,71.7948717948718,39,True,"(50.2598987, 19.0215852)"
"ul. marsz. Józefa Piłsudskiego 42, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1350.0,1350.0,,56.25,24,False,"(50.271229500000004, 19.215561953947084)"
"ul. 17 Sierpnia, Chorzów Stary, Chorzów, śląskie","Chorzów, śląskie",3420.0,2800.0,620.0,54.285714285714285,63,True,"(50.288556299999996, 18.97044253093511)"
"ul. Strzelecka, Śródmieście, Katowice, śląskie","Katowice, śląskie",3450.0,2950.0,500.0,80.23255813953489,43,True,"(50.2598987, 19.0215852)"
"al. Wojciecha Korfantego, Śródmieście, Katowice, śląskie","Katowice, śląskie",3300.0,2500.0,800.0,70.2127659574468,47,False,"(50.2631719, 19.0232868)"
"ul. Klimontowska, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",3270.0,2800.0,470.0,79.7560975609756,41,True,"(50.271229500000004, 19.215561953947084)"
"ul. Stefana Okrzei, Koszutka, Katowice, śląskie","Katowice, śląskie",2000.0,2000.0,,47.61904761904762,42,True,"(50.2598987, 19.0215852)"
"ul. Józefa Gallusa 11C, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2300.0,1600.0,700.0,51.11111111111112,45,True,"(50.2598987, 19.0215852)"
"ul. Marii Skłodowskiej-Curie, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1700.0,1600.0,100.0,42.5,40,True,"(50.271229500000004, 19.215561953947084)"
"Środula, Sosnowiec, śląskie","Sosnowiec, śląskie",2730.0,2500.0,230.0,68.25,40,True,"(50.2949186, 19.1558434)"
"ul. Ignacego Mościckiego, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1000.0,1000.0,,35.714285714285715,28,True,"(50.271229500000004, 19.215561953947084)"
"ul. Podjazdowa, Milowice, Sosnowiec, śląskie","Sosnowiec, śląskie",2300.0,2200.0,100.0,51.11111111111112,45,True,"(50.271229500000004, 19.215561953947084)"
"Nova Mikołowska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2650.0,2200.0,450.0,91.3793103448276,29,True,"(50.25377575, 19.00761173253436)"
"Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",650.0,650.0,,2.708333333333333,240,True,"(50.369624, 19.289046489684473)"
"ul. Kaliska, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",3565.0,3500.0,65.0,48.83561643835616,73,True,"(50.271229500000004, 19.215561953947084)"
"ul. Heleny Modrzejewskiej, Godula, Ruda Śląska, śląskie","Ruda Śląska, śląskie",1450.0,1450.0,,46.774193548387096,31,True,"(50.2858001, 18.8747933)"
"Bogucice, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,57.89473684210526,38,False,"(50.269875, 19.042278)"
"Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",1950.0,1550.0,400.0,50.0,39,True,"(50.4015072, 18.90330204760516)"
"ul. Słoneczna, Wełnowiec-Józefowiec, Katowice, śląskie","Katowice, śląskie",3400.0,2800.0,600.0,72.34042553191489,47,True,"(50.2598987, 19.0215852)"
"Debowe Tarasy, Dąb, Katowice, śląskie","Katowice, śląskie",3300.0,2500.0,800.0,66.0,50,True,"(50.27332665, 19.006033657010317)"
"ul. Zofii Kossak-Szczuckiej, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",3090.0,2390.0,700.0,55.17857142857143,56,True,"(50.2598987, 19.0215852)"
"ul. Karoliny, Bogucice, Katowice, śląskie","Katowice, śląskie",2950.0,2300.0,650.0,71.95121951219512,41,True,"(50.2598987, 19.0215852)"
"Apartamenty Storczyków, Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2750.0,2750.0,,70.51282051282051,39,True,"(50.369624, 19.289046489684473)"
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2260.0,2000.0,260.0,68.48484848484848,33,True,"(50.2932332, 19.1281052)"
"ul. Nowopogońska 236, Czeladź, będziński, śląskie","będziński, śląskie",1577.0,1300.0,277.0,50.87096774193548,31,True,"(50.415351900000005, 19.113039906701346)"
"ul. Tysiąclecia 21, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2502.0,2000.0,502.0,62.55,40,True,"(50.2598987, 19.0215852)"
"ul. Stanisława Wyspiańskiego, Aleje, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2250.0,1700.0,550.0,45.0,50,True,"(50.369624, 19.289046489684473)"
"ul. gen. Stefana Grota-Roweckiego, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1900.0,1550.0,350.0,54.285714285714285,35,True,"(50.271229500000004, 19.215561953947084)"
"Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1599.0,1599.0,,29.61111111111111,54,True,"(50.3050474, 18.9422846)"
"ul. Wodospady 6, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2880.0,1900.0,980.0,50.526315789473685,57,True,"(50.2598987, 19.0215852)"
"ul. gen. Józefa Hallera, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",1501.0,1500.0,1.0,39.5,38,True,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2550.0,1900.0,650.0,63.75,40,False,"(50.259795, 19.0217063)"
"ul. Strzelecka, Śródmieście, Katowice, śląskie","Katowice, śląskie",3300.0,2800.0,500.0,91.66666666666669,36,True,"(50.2598987, 19.0215852)"
"al. Tadeusza Kościuszki, Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1600.0,1600.0,,47.05882352941177,34,True,"(50.3256858, 19.1866969)"
"ul. ks. Ignacego Siwca 10, Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",2495.0,2200.0,295.0,54.23913043478261,46,True,"(50.472343499999994, 18.879310592903682)"
"Miechowice, Bytom, śląskie","Bytom, śląskie",990.0,990.0,,28.285714285714285,35,True,"(50.3629654, 18.842468580157867)"
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2250.0,2000.0,250.0,112.5,20,True,"(50.2932332, 19.1281052)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2500.0,1900.0,600.0,65.78947368421052,38,True,"(50.259795, 19.0217063)"
"Góreckiego, Bogucice, Katowice, śląskie","Katowice, śląskie",5000.0,4500.0,500.0,71.42857142857143,70,True,"(50.2656036, 19.0318308)"
"ul. ks. Józefa Czempiela 2, Chorzów Batory, Chorzów, śląskie","Chorzów, śląskie",1550.0,950.0,600.0,44.285714285714285,35,True,"(50.288556299999996, 18.97044253093511)"
"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2538.0,2300.0,238.0,63.45,40,True,"(50.2390698, 18.9970846)"
"ul. Teodora Heneczka, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1867.0,1100.0,767.0,42.43181818181818,44,False,"(50.3840312, 18.9456429)"
"ul. gen. Kazimierza Pułaskiego 27, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2312.0,2312.0,,53.76744186046512,43,False,"(50.2598987, 19.0215852)"
"ul. gen. Kazimierza Pułaskiego 27, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",1793.0,1793.0,,59.766666666666666,30,False,"(50.2598987, 19.0215852)"
"ul. gen. Kazimierza Pułaskiego 27, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3003.0,3003.0,,43.52173913043478,69,False,"(50.2598987, 19.0215852)"
"Bańgów, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",2270.0,1800.0,470.0,61.35135135135136,37,True,"(50.32472385, 19.038652289993294)"
"ul. gen. Kazimierza Pułaskiego 27, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2955.0,2955.0,,48.44262295081968,61,False,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2700.0,2100.0,600.0,61.36363636363637,44,True,"(50.259795, 19.0217063)"
"ul. Józefa Rudzkiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1500.0,1500.0,,34.88372093023256,43,True,"(50.3470387, 18.9231857)"
"Orzech, Świerklaniec, tarnogórski, śląskie","tarnogórski, śląskie",3600.0,2900.0,700.0,48.0,75,True,"(50.4257732, 18.9231116)"
"Czeladź, będziński, śląskie","będziński, śląskie",1000.0,1000.0,,26.31578947368421,38,False,"(50.31914185, 19.07842007593674)"
"ul. Rzepakowa, Piotrowice-Ochojec, Katowice, śląskie","Katowice, śląskie",5000.0,4500.0,500.0,71.42857142857143,70,True,"(50.2598987, 19.0215852)"
"ul. Juliana Ordona, Koszutka, Katowice, śląskie","Katowice, śląskie",2002.0,2000.0,2.0,57.2,35,True,"(50.2598987, 19.0215852)"
"ul. Chorzowska, Rozbark, Bytom, śląskie","Bytom, śląskie",999.0,999.0,,38.42307692307692,26,True,"(50.3470387, 18.9231857)"
"ul. Polna, Świętochłowice, śląskie","Świętochłowice, śląskie",1601.0,1600.0,1.0,27.603448275862068,58,True,"(50.2854551, 18.9308513)"
"ul. Wincentego Styczyńskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",1800.0,1800.0,,60.0,30,True,"(50.2598987, 19.0215852)"
"ul. 1 Maja, Dębowa Góra, Sosnowiec, śląskie","Sosnowiec, śląskie",2350.0,1400.0,950.0,47.95918367346939,49,True,"(50.271229500000004, 19.215561953947084)"
"ul. Wrocławska, Śródmieście, Bytom, śląskie","Bytom, śląskie",2650.0,2000.0,650.0,53.0,50,True,"(50.3470387, 18.9231857)"
"Centrum, Chorzów, śląskie","Chorzów, śląskie",1500.0,1500.0,,60.0,25,True,"(50.2968327, 18.9569214)"
"ul. Armii Krajowej, Jaworzno, śląskie","Jaworzno, śląskie",1402.0,1200.0,202.0,35.05,40,True,"(50.203439, 19.2721559)"
"ul. Nosala, Jaworzno, śląskie","Jaworzno, śląskie",1300.0,1200.0,100.0,52.0,25,True,"(50.203439, 19.2721559)"
"ul. Ceglana 66, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3200.0,2500.0,700.0,64.0,50,True,"(50.2598987, 19.0215852)"
"ul. Zielonogórska, Ligota-Panewniki, Katowice, śląskie","Katowice, śląskie",2300.0,1800.0,500.0,63.888888888888886,36,True,"(50.2598987, 19.0215852)"
"Czeladź, będziński, śląskie","będziński, śląskie",2530.0,2000.0,530.0,51.63265306122449,49,False,"(50.31914185, 19.07842007593674)"
"ul. Rewolucjonistów, Będzin, będziński, śląskie","będziński, śląskie",1794.0,1350.0,444.0,56.0625,32,True,"(50.415351900000005, 19.113039906701346)"
